,Word,Root
1092,أجزاء,جزء
1093,أَجْزَار,جزر
1094,أجزار,جزر
1095,أَجْزَاع,جزع
1096,أجزاع,جزع
1097,أَجْزَام,جزم
1098,أجزام,جزم
1099,أَجْزَل,جزل
1100,أجزل,جزل
1101,أَجْسَاد,جسد
1102,أجساد,جسد
1103,أَجْسَام,جسم
1104,أجسام,جسم
1105,أَجْسُر,جسر
1106,أجسر,جسر
1107,أَجْشَاء,جشء
1108,أجشاء,جشء
1109,أَجْشَار,جشر
1110,أجشار,جشر
1111,أَجْشَر,جشر
1112,أجشر,جشر
1113,أَجْشِرَة,جشر
1114,أجشرة,جشر
1115,أَجْشّ,جشش
1116,أجش,جشش
1117,أَجْعَاس,جعس
1118,أجعاس,جعس
1119,أَجْعَاف,جعف
1120,أجعاف,جعف
1121,أَجْعِرَة,جعر
1122,أجعرة,جعر
1123,أَجْفَار,جفر
1124,أجفار,جفر
1125,أَجْفَاظ,جفظ
1126,أجفاظ,جفظ
1127,أَجْفَاف,جفف
1128,أجفاف,جفف
1129,أَجْفَال,جفل
1130,أجفال,جفل
1131,أَجْفَان,جفن
1132,أجفان,جفن
1133,أَجْفَلَة,جفل
1134,أجفلة,جفل
1135,أَجْفَلَى,جفل
1136,أجفلى,جفل
1137,أَجْفُن,جفن
1138,أجفن,جفن
1139,أَجْفِئة,جفء
1140,أجفئة,جفء
1141,أَجْل,ءجل
1142,أَجْلاَء,جلي
1143,أجلاء,جلي
1144,أَجْلاَب,جلب
1145,أجلاب,جلب
1146,أَجْلاَح,جلح
1147,أجلاح,جلح
1148,أَجْلاَد,جلد
1149,أجلاد,جلد
1150,أَجْلاَز,جلز
1151,أجلاز,جلز
1152,أَجْلاَس,جلس
1153,أجلاس,جلس
1154,أَجْلاَف,جلف
1155,أجلاف,جلف
1156,أَجْلاَل,جلل
1157,أجلال,جلل
1158,أَجْلَح,جلح
1159,أجلح,جلح
1160,أَجْلَد,جلد
1161,أجلد,جلد
1162,أَجْلَه,جله
1163,أجله,جله
1164,أَجْلَى,جلو
1165,أجلى,جلو
1166,أَجْلُف,جلف
1167,أجلف,جلف
1168,أَجْلِفَة,جلف
1169,أجلفة,جلف
1170,أَجْم,ءجم
1171,أَجْمَأ,جمء
1172,أجمأ,جمء
1173,أَجْمَاء,جمء
1174,أجماء,جمء
1175,أَجْمَاد,جمد
1176,أجماد,جمد
1177,أَجْمَاز,جمز
1178,أجماز,جمز
1179,أَجْمَاع,جمع
1180,أجماع,جمع
1181,أَجْمَال,جمل
1182,أجمال,جمل
1183,أَجْمَام,جمم
1184,أجمام,جمم
1185,أَجْمَع,جمع
1186,أجمع,جمع
1187,أَجْمَعُون,جمع
1188,أجمعون,جمع
1189,أَجْمُل,جمل
1190,أجمل,جمل
1191,أَجْمِرَة,جمر
1192,أجمرة,جمر
1193,أَجْن,ءجن
1194,أَجْنٍ,جني
1195,أجن,جني
1196,أَجْنَأ,جنء
1197,أجنأ,جنء
1198,أَجْنَاء,جني
1199,أجناء,جني
1200,أَجْنَاب,جنب
1201,أجناب,جنب
1202,أَجْنَاث,جنث
1203,أجناث,جنث
1204,أَجْنَاح,جنح
1205,أجناح,جنح
1206,أَجْنَاد,جند
1207,أجناد,جند
1208,أَجْنَاس,جنس
1209,أجناس,جنس
1210,أَجْنَاك,جنك
1211,أجناك,جنك
1212,أَجْنَان,جنن
1213,أجنان,جنن
1214,أَجْنَب,جنب
1215,أجنب,جنب
1216,أَجْنَبِيّ,جنب
1217,أجنبي,جنب
1218,أَجْنَف,جنف
1219,أجنف,جنف
1220,أَجْنَى,جني
1221,أجنى,جني
1222,أَجْنُح,جنح
1223,أجنح,جنح
1224,أَجْنُن,جنن
1225,أجنن,جنن
1226,أَجْنِبَة,جنب
1227,أجنبة,جنب
1228,أَجْنِحَة,جنح
1229,أجنحة,جنح
1230,أَجْهَاض,جهض
1231,أجهاض,جهض
1232,أَجْهَر,جهر
1233,أجهر,جهر
1234,أَجْهَى,جهو
1235,أجهى,جهو
1236,أَجْهِزَة,جهز
1237,أجهزة,جهز
1238,أَجْهِضَة,جهض
1239,أجهضة,جهض
1240,أَجْوَاء,جوو
1241,أجواء,جوو
1242,أَجْوَاب,جوب
1243,أجواب,جوب
1244,أَجْوَاح,جوح
1245,أجواح,جوح
1246,أَجْوَاخ,جوخ
1247,أجواخ,جوخ
1248,أَجْوَاد,جود
1249,أجواد,جود
1250,أَجْوَار,جور
1251,أجوار,جور
1252,أَجْوَاز,جوز
1253,أجواز,جوز
1254,أَجْوَاش,جوش
1255,أجواش,جوش
1256,أَجْوَاف,جوف
1257,أجواف,جوف
1258,أَجْوَاق,جوق
1259,أجواق,جوق
1260,أَجْوَال,جول
1261,أجوال,جول
1262,أَجْوَام,جوم
1263,أجوام,جوم
1264,أَجْوَث,جوث
1265,أجوث,جوث
1266,أَجْوَح,جوح
1267,أجوح,جوح
1268,أَجْوَف,جوف
1269,أجوف,جوف
1270,أَجْوَفَان,جوف
1271,أجوفان,جوف
1272,أَجْوَق,جوق
1273,أجوق,جوق
1274,أَجْوِبَة,جوب
1275,أجوبة,جوب
1276,أَجْوِزَة,جوز
1277,أجوزة,جوز
1278,أَجْوِيَة,جوي
1279,أجوية,جوي
1280,أَجْيَاب,جيب
1281,أجياب,جيب
1282,أَجْيَاد,جيد
1283,أجياد,جيد
1284,أَجْيَار,جير
1285,أجيار,جير
1286,أَجْيَاز,جوز
1287,أجياز,جوز
1288,أَجْيَاف,جيف
1289,أجياف,جيف
1290,أَجْيَال,جيل
1291,أجيال,جيل
1292,أَجْيَام,جيم
1293,أجيام,جيم
1294,أَجْيَد,جيد
1295,أجيد,جيد
1296,أَجْيِئَة,جيء
1297,أجيئة,جيء
1298,أَحَابِش,حبش
1299,أحابش,حبش
1300,أَحَابِيش,حبش
1301,أحابيش,حبش
1302,أَحَابِيل,حبل
1303,أحابيل,حبل
1304,أَحَاجِيّ,حجو
1305,أحاجي,حجو
1306,أَحَادِيث,حدث
1307,أحاديث,حدث
1308,أَحَادِير,حدر
1309,أحادير,حدر
1310,أَحَادِيّ,حدو
1311,أحادي,حدو
1312,أَحَارِيض,حرض
1313,أحاريض,حرض
1314,أَحَاسِن,حسن
1315,أحاسن,حسن
1316,أَحَاشِيش,حشش
1317,أحاشيش,حشش
1318,أَحَاظٍ,حظظ
1319,أحاظ,حظظ
1320,أَحَافِير,حفر
1321,أحافير,حفر
1322,أَحَالِيب,حلب
1323,أحاليب,حلب
1324,أَحَالِيل,حلل
1325,أحاليل,حلل
1326,أَحَامِر,حمر
1327,أحامر,حمر
1328,أَحَامِرَة,حمر
1329,أحامرة,حمر
1330,أَحَامِيق,حمق
1331,أحاميق,حمق
1332,أَحَايِين,حين
1333,أحايين,حين
1334,أَحَد,وحد
1335,أحد,وحد
1336,أَحَدون,ءحد
1337,أحدون,ءحد
1338,أَحَدِيَّة,وحد
1339,أحدية,وحد
1340,أَحَذّ,حذذ
1341,أحذ,حذذ
1342,أَحَرّ,حرر
1343,أحر,حرر
1344,أَحَصّ,حصص
1345,أحص,حصص
1346,أَحَلّ,حلل
1347,أحل,حلل
1348,أَحَمّ,حمم
1349,أحم,حمم
1350,أَحَن,ءحن
1351,أحن,ءحن
1352,أَحُقّ,حقق
1353,أحق,حقق
1354,أَحِبَّاء,حبب
1355,أحباء,حبب
1356,أَحِبَّة,حبب
1357,أحبة,حبب
1358,أَحِجَّة,حجج
1359,أحجة,حجج
1360,أَحِزَّة,حزز
1361,أحزة,حزز
1362,أَحِسَّاء,حسس
1363,أحساء,حسس
1364,أَحِشَّة,حشش
1365,أحشة,حشش
1366,أَحِضَّة,حضض
1367,أحضة,حضض
1368,أَحِطِمَة,حطم
1369,أحطمة,حطم
1370,أَحِفَّة,حفف
1371,أحفة,حفف
1372,أَحِقَّاء,حقق
1373,أحقاء,حقق
1374,أَحِلاَّء,حلل
1375,أحلاء,حلل
1376,أَحِلَّة,حلل
1377,أحلة,حلل
1378,أَحِمَّاء,حمم
1379,أحماء,حمم
1380,أَحِن,ءحن
1381,أَحِيح,ءحح
1382,أحيح,ءحح
1383,أَحِيّة,حيي
1384,أحية,حيي
1385,أَحّ,ءحح
1386,أح,ءحح
1387,أَحْبَاب,حبب
1388,أحباب,حبب
1389,أَحْبَار,حبر
1390,أحبار,حبر
1391,أَحْبَاس,حبس
1392,أحباس,حبس
1393,أَحْبَاض,حبض
1394,أحباض,حبض
1395,أَحْبَال,حبل
1396,أحبال,حبل
1397,أَحْبَان,حبن
1398,أحبان,حبن
1399,أَحْبَش,حبش
1400,أحبش,حبش
1401,أَحْبَن,حبن
1402,أحبن,حبن
1403,أَحْبُل,حبل
1404,أحبل,حبل
1405,أَحْبِيَة,حبو
1406,أحبية,حبو
1407,أَحْتَاء,حتء
1408,أحتاء,حتء
1409,أَحْتَات,حظظ
1410,أحتات,حظظ
1411,أَحْتَار,حتر
1412,أحتار,حتر
1413,أَحْتَان,حتن
1414,أحتان,حتن
1415,أَحْثَر,حثر
1416,أحثر,حثر
1417,أَحْجَاء,حجو
1418,أحجاء,حجو
1419,أَحْجَار,حجر
1420,أحجار,حجر
1421,أَحْجَاز,حجز
1422,أحجاز,حجز
1423,أَحْجَال,حجل
1424,أحجال,حجل
1425,أَحْجَن,حجن
1426,أحجن,حجن
1427,أَحْجِزَة,حجز
1428,أحجزة,حجز
1429,أَحْجِمَة,حجم
1430,أحجمة,حجم
1431,أَحْدَاب,حدب
1432,أحداب,حدب
1433,أَحْدَاث,حدث
1434,أحداث,حدث
1435,أَحْدَاج,حدج
1436,أحداج,حدج
1437,أَحْدَاق,حدق
1438,أحداق,حدق
1439,أَحْدَال,حدل
1440,أحدال,حدل
1441,أَحْدَب,حدب
1442,أحدب,حدب
1443,أَحْدَر,حدر
1444,أحدر,حدر
1445,أَحْدَل,حدل
1446,أحدل,حدل
1447,أَحْذَار,حذر
1448,أحذار,حذر
1449,أَحْذِلَة,حذل
1450,أحذلة,حذل
1451,أَحْذِيَة,حذو
1452,أحذية,حذو
1453,أَحْرَاء,حري
1454,أحراء,حري
1455,أَحْرَاث,حرث
1456,أحراث,حرث
1457,أَحْرَاج,حرج
1458,أحراج,حرج
1459,أَحْرَار,حرر
1460,أحرار,حرر
1461,أَحْرَاز,حرز
1462,أحراز,حرز
1463,أَحْرَاض,حرض
1464,أحراض,حرض
1465,أَحْرَاق,حرق
1466,أحراق,حرق
1467,أَحْرَام,حرم
1468,أحرام,حرم
1469,أَحْرَد,حرد
1470,أحرد,حرد
1471,أَحْرَس,حرس
1472,أحرس,حرس
1473,أَحْرَش,حرش
1474,أحرش,حرش
1475,أَحْرَض,حرض
1476,أحرض,حرض
1477,أَحْرَى,حري
1478,أحرى,حري
1479,أَحْرُس,حرس
1480,أَحْرُف,حرف
1481,أحرف,حرف
1482,أَحْرِثَة,حرث
1483,أحرثة,حرث
1484,أَحْرِقَة,حرق
1485,أحرقة,حرق
1486,أَحْزَاب,حزب
1487,أحزاب,حزب
1488,أَحْزَم,حزم
1489,أحزم,حزم
1490,أَحْزِقَة,حزق
1491,أحزقة,حزق
1492,أَحْزِمَة,حزم
1493,أحزمة,حزم
1494,أَحْسَاء,حسو
1495,أحساء,حسو
1496,أَحْسَاف,حسف
1497,أحساف,حسف
1498,أَحْسَاك,حسك
1499,أحساك,حسك
1500,أَحْسَال,حسل
1501,أحسال,حسل
1502,أَحْسَب,حسب
1503,أحسب,حسب
1504,أَحْسَم,حسم
1505,أحسم,حسم
1506,أَحْسَن,حسن
1507,أحسن,حسن
1508,أَحْسِبَة,حسب
1509,أحسبة,حسب
1510,أَحْسِرَة,حسر
1511,أحسرة,حسر
1512,أَحْسِيَة,حسو
1513,أحسية,حسو
1514,أَحْشَاء,حشو
1515,أحشاء,حشو
1516,أَحْشَاد,حشد
1517,أحشاد,حشد
1518,أَحْشَار,حشر
1519,أحشار,حشر
1520,أَحْشَاف,حشف
1521,أحشاف,حشف
1522,أَحْشَام,حشم
1523,أحشام,حشم
1524,أَحْشِكَة,حشك
1525,أحشكة,حشك
1526,أَحْشِنَة,حشن
1527,أحشنة,حشن
1528,أَحْصَاب,حصب
1529,أحصاب,حصب
1530,أَحْصَاص,حصص
1531,أحصاص,حصص
1532,أَحْصَان,حصن
1533,أحصان,حصن
1534,أَحْصَد,حصد
1535,أحصد,حصد
1536,أَحْصِرَة,حصر
1537,أحصرة,حصر
1538,أَحْصِنَة,حصن
1539,أحصنة,حصن
1540,أَحْصِياء,حصي
1541,أحصياء,حصي
1542,أَحْضَاب,حضب
1543,أحضاب,حضب
1544,أَحْضَاج,حضج
1545,أحضاج,حضج
1546,أَحْضَان,حضن
1547,أحضان,حضن
1548,أَحْطَاء,حطء
1549,أحطاء,حطء
1550,أَحْطَاب,حطب
1551,أحطاب,حطب
1552,أَحْطَب,حطب
1553,أحطب,حطب
1554,أَحْظٍ,حظظ
1555,أحت,حظظ
1556,أَحْظِيَاء,حظظ
1557,أحظياء,حظظ
1558,أَحْفَاد,حفد
1559,أحفاد,حفد
1560,أَحْفَار,حفر
1561,أحفار,حفر
1562,أَحْفَاش,حفش
1563,أحفاش,حفش
1564,أَحْفَاص,حفص
1565,أحفاص,حفص
1566,أَحْفَاض,حفض
1567,أحفاض,حفض
1568,أَحْفِرَة,حفر
1569,أحفرة,حفر
1570,أَحْقَاء,حقو
1571,أحقاء,حقو
1572,أَحْقَاب,حقب
1573,أحقاب,حقب
1574,أَحْقَاد,حقد
1575,أحقاد,حقد
1576,أَحْقَاف,حقف
1577,أحقاف,حقف
1578,أَحْقَاق,حقق
1579,أحقاق,حقق
1580,أَحْقَال,حقل
1581,أحقال,حقل
1582,أَحْقَان,حقن
1583,أحقان,حقن
1584,أَحْقَب,حقب
1585,أحقب,حقب
1586,أَحْقَف,حقف
1587,أحقف,حقف
1588,أَحْقُب,حقب
1589,أَحْقِمَة,حقم
1590,أحقمة,حقم
1591,أَحْقِيَة,حقو
1592,أحقية,حقو
1593,أَحْكَار,حكر
1594,أحكار,حكر
1595,أَحْكَاك,حكك
1596,أحكاك,حكك
1597,أَحْكَام,حكم
1598,أحكام,حكم
1599,أَحْكَل,حكل
1600,أحكل,حكل
1601,أَحْلاَب,حلب
1602,أحلاب,حلب
1603,أَحْلاَس,حلس
1604,أحلاس,حلس
1605,أَحْلاَف,حلف
1606,أحلاف,حلف
1607,أَحْلاَق,حلق
1608,أحلاق,حلق
1609,أَحْلاَم,حلم
1610,أحلام,حلم
1611,أَحْلَس,حلس
1612,أحلس,حلس
1613,أَحْلِيَة,حلو
1614,أحلية,حلو
1615,أَحْمَاء,حمو
1616,أحماء,حمو
1617,أَحْمَاس,حمس
1618,أحماس,حمس
1619,أَحْمَال,حمل
1620,أحمال,حمل
1621,أَحْمَر,حمر
1622,أحمر,حمر
1623,أَحْمَرَان,حمر
1624,أحمران,حمر
1625,أَحْمَس,حمس
1626,أحمس,حمس
1627,أَحْمَش,حمش
1628,أحمش,حمش
1629,أَحْمَق,حمق
1630,أحمق,حمق
1631,أَحْمِرَة,حمر
1632,أحمرة,حمر
1633,أَحْن,ءحن
1634,أَحْنَاء,حنو
1635,أحناء,حنو
1636,أَحْنَاث,حنث
1637,أحناث,حنث
1638,أَحْنَاج,حنج
1639,أحناج,حنج
1640,أَحْنَاش,حنش
1641,أحناش,حنش
1642,أَحْنَاف,حنف
1643,أحناف,حنف
1644,أَحْنَاك,حنك
1645,أحناك,حنك
1646,أَحْنَان,حنن
1647,أحنان,حنن
1648,أَحْنَب,حنب
1649,أحنب,حنب
1650,أَحْنَط,حنط
1651,أحنط,حنط
1652,أَحْنَف,حنف
1653,أحنف,حنف
1654,أَحْنَى,حنو
1655,أحنى,حنو
1656,أَحْنِطَة,حنط
1657,أحنطة,حنط
1658,أَحْوَاب,حوب
1659,أحواب,حوب
1660,أَحْوَات,حوت
1661,أحوات,حوت
1662,أَحْوَاج,حوج
1663,أحواج,حوج
1664,أَحْوَاذ,حوذ
1665,أحواذ,حوذ
1666,أَحْوَار,حور
1667,أحوار,حور
1668,أَحْوَاز,حوز
1669,أحواز,حوز
1670,أَحْوَاش,حوش
1671,أحواش,حوش
1672,أَحْوَاص,حوص
1673,أحواص,حوص
1674,أَحْوَاض,حوض
1675,أحواض,حوض
1676,أَحْوَاط,حوط
1677,أحواط,حوط
1678,أَحْوَاف,حوف
1679,أحواف,حوف
1680,أَحْوَاق,حوق
1681,أحواق,حوق
1682,أَحْوَاك,حوك
1683,أحواك,حوك
1684,أَحْوَال,حول
1685,أحوال,حول
1686,أَحْوَام,حوم
1687,أحوام,حوم
1688,أَحْوَذِيّ,حوذ
1689,أحوذي,حوذ
1690,أَحْوَر,حور
1691,أحور,حور
1692,أَحْوَرِيّ,حور
1693,أحوري,حور
1694,أَحْوَز,حوز
1695,أحوز,حوز
1696,أَحْوَزِيّ,حوز
1697,أحوزي,حوز
1698,أَحْوَس,حوس
1699,أحوس,حوس
1700,أَحْوَسِيّ,حوس
1701,أحوسي,حوس
1702,أَحْوَص,حوص
1703,أحوص,حوص
1704,أَحْوَل,حول
1705,أحول,حول
1706,أَحْوَى,حوي
1707,أحوى,حوي
1708,أَحْوِرَة,حور
1709,أحورة,حور
1710,أَحْوِلَة,حول
1711,أحولة,حول
1712,أَحْوِيَة,حوي
1713,أحوية,حوي
1714,أَحْيَاء,حيي
1715,أحياء,حيي
1716,أَحْيَاد,حيد
1717,أحياد,حيد
1718,أَحْيَاز,حوز
1719,أحياز,حوز
1720,أَحْيَاس,حيس
1721,أحياس,حيس
1722,أَحْيَاش,حيش
1723,أحياش,حيش
1724,أَحْيَاق,حيق
1725,أحياق,حيق
1726,أَحْيَال,حيل
1727,أحيال,حيل
1728,أَحْيَان,حين
1729,أحيان,حين
1730,أَحْيَف,حيف
1731,أحيف,حيف
1732,أَحْيِيَة,حيي
1733,أحيية,حيي
1734,أَخ,ءخو
1735,أخ,ءخو
1736,أَخايا,ءخو
1737,أخايا,ءخو
1738,أَخَابِير,خبر
1739,أخابير,خبر
1740,أَخَادِع,خدع
1741,أخادع,خدع
1742,أَخَادِيد,خدد
1743,أخاديد,خدد
1744,أَخَادِير,خدر
1745,أخادير,خدر
1746,أَخَارِم,خرم
1747,أخارم,خرم
1748,أَخَارِيج,خرج
1749,أخاريج,خرج
1750,أَخَارِيط,خرط
1751,أخاريط,خرط
1752,أَخَازِم,خزم
1753,أخازم,خزم
1754,أَخَاسٍ,خسو
1755,أخاس,خسو
1756,أَخَاسِف,خسف
1757,أخاسف,خسف
1758,أَخَاصِر,خصر
1759,أخاصر,خصر
1760,أَخَاصِيم,خصم
1761,أخاصيم,خصم
1762,أَخَاضِر,خضر
1763,أخاضر,خضر
1764,أَخَامِس,خمس
1765,أخامس,خمس
1766,أَخَامِص,خمص
1767,أخامص,خمص
1768,أَخَانِس,خنس
1769,أخانس,خنس
1770,أَخَاوِين,خون
1771,أخاوين,خون
1772,أَخَايِس,خيس
1773,أخايس,خيس
1774,أَخَايِل,خيل
1775,أخايل,خيل
1776,أَخَذ,ءخذ
1777,أخذ,ءخذ
1778,أَخَرَة,ءخر
1779,أخرة,ءخر
1780,أَخَنّ,خنن
1781,أخن,خنن
1782,أَخَوات,ءخو
1783,أخوات,ءخو
1784,أَخُلّ,خلل
1785,أخل,خلل
1786,أَخِدَّة,خدد
1787,أخدة,خدد
1788,أَخِذ,ءخذ
1789,أَخِر,ءخر
1790,أخر,ءخر
1791,أَخِرَة,ءخر
1792,أَخِرَّة,خرر
1793,أخرة,خرر
1794,أَخِزَّة,خزز
1795,أخزة,خزز
1796,أَخِسَّاء,خسس
1797,أخساء,خسس
1798,أَخِسَّة,خسس
1799,أخسة,خسس
1800,أَخِشَّة,خشش
1801,أخشة,خشش
1802,أَخِضَّة,خضض
1803,أخضة,خضض
1804,أَخِلاَّء,خلل
1805,أخلاء,خلل
1806,أَخِلَّة,خلل
1807,أخلة,خلل
1808,أَخِيخَة,ءخخ
1809,أخيخة,ءخخ
1810,أَخِيذ,ءخذ
1811,أخيذ,ءخذ
1812,أَخِيذة,ءخذ
1813,أخيذة,ءخذ
1814,أَخِير,ءخر
1815,أخير,ءخر
1816,أَخِيَّة,ءخو
1817,أخية,ءخو
1818,أَخّ,ءخخ
1819,أخ,ءخخ
1820,أَخْبَاء,خبء
1821,أخباء,خبء
1822,أَخْبَاب,خبب
1823,أخباب,خبب
1824,أَخْبَات,خبت
1825,أخبات,خبت
1826,أَخْبَاث,خبث
1827,أخباث,خبث
1828,أَخْبَار,خبر
1829,أخبار,خبر
1830,أَخْبَارِيّ,خبر
1831,أخباري,خبر
1832,أَخْبَاط,خبط
1833,أخباط,خبط
1834,أَخْبَال,خبل
1835,أخبال,خبل
1836,أَخْبَثَان,خبث
1837,أخبثان,خبث
1838,أَخْبَل,خبل
1839,أخبل,خبل
1840,أَخْبِئَة,خبء
1841,أخبئة,خبء
1842,أَخْبِصَة,خبص
1843,أخبصة,خبص
1844,أَخْبِطَة,خبط
1845,أخبطة,خبط
1846,أَخْبِلَة,خبل
1847,أخبلة,خبل
1848,أَخْبِيَة,خبء
1849,أخبية,خبء
1850,أَخْتَال,ختل
1851,أختال,ختل
1852,أَخْتَام,ختم
1853,أختام,ختم
1854,أَخْتَان,ختن
1855,أختان,ختن
1856,أَخْتِمَة,ختم
1857,أختمة,ختم
1858,أَخْثَاء,خثو
